Name                                                                                                                                                                              Stmts   Miss  Cover
C:\Users\danie\source\repos\evennia\evennia\contrib\utils\git_integration\__init__.py                                                                                                 1      0   100%
C:\Users\danie\source\repos\evennia\evennia\contrib\utils\git_integration\git_integration.py                                                                                        107    105     2%
C:\Users\danie\source\repos\evennia\evennia\contrib\utils\name_generator\__init__.py                                                                                                  0      0   100%
C:\Users\danie\source\repos\evennia\evennia\contrib\utils\name_generator\namegen.py                                                                                                 131      8    94%
C:\Users\danie\source\repos\evennia\evennia\contrib\utils\name_generator\tests.py                                                                                                    71      0   100%
C:\Users\danie\source\repos\evennia\evennia\contrib\utils\random_string_generator\__init__.py                                                                                         3      0   100%
C:\Users\danie\source\repos\evennia\evennia\contrib\utils\random_string_generator\random_string_generator.py                                                                        131     37    72%
C:\Users\danie\source\repos\evennia\evennia\contrib\utils\random_string_generator\tests.py                                                                                           12      0   100%
C:\Users\danie\source\repos\evennia\evennia\contrib\utils\tree_select\__init__.py                                                                                                     1      0   100%
C:\Users\danie\source\repos\evennia\evennia\contrib\utils\tree_select\tests.py                                                                                                       19      0   100%
C:\Users\danie\source\repos\evennia\evennia\contrib\utils\tree_select\tree_select.py                                                                                                120     46    62%
C:\Users\danie\source\repos\evennia\evennia\game_template\commands\__init__.py                                                                                                        0      0   100%
C:\Users\danie\source\repos\evennia\evennia\game_template\commands\default_cmdsets.py                                                                                                17      1    94%
C:\Users\danie\source\repos\evennia\evennia\game_template\server\__init__.py                                                                                                          0      0   100%
C:\Users\danie\source\repos\evennia\evennia\game_template\server\conf\__init__.py                                                                                                     0      0   100%
C:\Users\danie\source\repos\evennia\evennia\game_template\server\conf\inlinefuncs.py                                                                                                  0      0   100%
C:\Users\danie\source\repos\evennia\evennia\game_template\server\conf\lockfuncs.py                                                                                                    0      0   100%
C:\Users\danie\source\repos\evennia\evennia\game_template\world\__init__.py                                                                                                           0      0   100%
C:\Users\danie\source\repos\evennia\evennia\game_template\world\prototypes.py                                                                                                         0      0   100%
C:\Users\danie\source\repos\evennia\evennia\help\__init__.py                                                                                                                          0      0   100%
C:\Users\danie\source\repos\evennia\evennia\help\filehelp.py                                                                                                                         65      7    89%
C:\Users\danie\source\repos\evennia\evennia\help\manager.py                                                                                                                          62     29    53%
C:\Users\danie\source\repos\evennia\evennia\help\migrations\0001_initial.py                                                                                                           4      0   100%
C:\Users\danie\source\repos\evennia\evennia\help\migrations\0002_auto_20170606_1731.py                                                                                                4      0   100%
C:\Users\danie\source\repos\evennia\evennia\help\migrations\0003_auto_20190128_1820.py                                                                                                4      0   100%
C:\Users\danie\source\repos\evennia\evennia\help\migrations\0004_auto_20210520_2137.py                                                                                                4      0   100%
C:\Users\danie\source\repos\evennia\evennia\help\migrations\0005_auto_20210530_1818.py                                                                                               16      9    44%
C:\Users\danie\source\repos\evennia\evennia\help\migrations\0006_alter_helpentry_id.py                                                                                                4      0   100%
C:\Users\danie\source\repos\evennia\evennia\help\migrations\__init__.py                                                                                                               0      0   100%
C:\Users\danie\source\repos\evennia\evennia\help\models.py                                                                                                                           65     17    74%
C:\Users\danie\source\repos\evennia\evennia\help\tests.py                                                                                                                            29      0   100%
C:\Users\danie\source\repos\evennia\evennia\help\utils.py                                                                                                                            78     11    86%
C:\Users\danie\source\repos\evennia\evennia\locks\__init__.py                                                                                                                         1      0   100%
C:\Users\danie\source\repos\evennia\evennia\locks\lockfuncs.py                                                                                                                      235     50    79%
C:\Users\danie\source\repos\evennia\evennia\locks\lockhandler.py                                                                                                                    229     79    66%
C:\Users\danie\source\repos\evennia\evennia\locks\tests.py                                                                                                                          194      0   100%
C:\Users\danie\source\repos\evennia\evennia\objects\__init__.py                                                                                                                       0      0   100%
C:\Users\danie\source\repos\evennia\evennia\objects\manager.py                                                                                                                      225     59    74%
C:\Users\danie\source\repos\evennia\evennia\objects\migrations\0001_initial.py                                                                                                        5      0   100%
C:\Users\danie\source\repos\evennia\evennia\objects\migrations\0002_auto_20140917_0756.py                                                                                             6      0   100%
C:\Users\danie\source\repos\evennia\evennia\objects\migrations\0003_defaultcharacter_defaultexit_defaultobject_defaultroom.py                                                         4      0   100%
C:\Users\danie\source\repos\evennia\evennia\objects\migrations\0004_auto_20150118_1622.py                                                                                             9      2    78%
C:\Users\danie\source\repos\evennia\evennia\objects\migrations\0005_auto_20150403_2339.py                                                                                             4      0   100%
C:\Users\danie\source\repos\evennia\evennia\objects\migrations\0006_auto_20170606_1731.py                                                                                             6      0   100%
C:\Users\danie\source\repos\evennia\evennia\objects\migrations\0007_objectdb_db_account.py                                                                                           10      1    90%
C:\Users\danie\source\repos\evennia\evennia\objects\migrations\0008_auto_20170705_1736.py                                                                                            17      7    59%
C:\Users\danie\source\repos\evennia\evennia\objects\migrations\0009_remove_objectdb_db_player.py                                                                                      9      1    89%
C:\Users\danie\source\repos\evennia\evennia\objects\migrations\0010_auto_20190128_1820.py                                                                                             8      0   100%
C:\Users\danie\source\repos\evennia\evennia\objects\migrations\0011_auto_20191025_0831.py                                                                                             6      0   100%
C:\Users\danie\source\repos\evennia\evennia\objects\migrations\0012_convert_contrib_typeclass_paths.py                                                                               34     25    26%
C:\Users\danie\source\repos\evennia\evennia\objects\migrations\0013_defaultobject_alter_objectdb_id_defaultcharacter_and_more.py                                                      4      0   100%
C:\Users\danie\source\repos\evennia\evennia\objects\migrations\__init__.py                                                                                                            0      0   100%
C:\Users\danie\source\repos\evennia\evennia\objects\models.py                                                                                                                       128     29    77%
C:\Users\danie\source\repos\evennia\evennia\objects\objects.py                                                                                                                      851    160    81%
C:\Users\danie\source\repos\evennia\evennia\objects\tests.py                                                                                                                        232      1    99%
C:\Users\danie\source\repos\evennia\evennia\prototypes\__init__.py                                                                                                                    0      0   100%
C:\Users\danie\source\repos\evennia\evennia\prototypes\menus.py                                                                                                                    1152    505    56%
C:\Users\danie\source\repos\evennia\evennia\prototypes\protfuncs.py                                                                                                                  21      7    67%
C:\Users\danie\source\repos\evennia\evennia\prototypes\prototypes.py                                                                                                                481    127    74%
C:\Users\danie\source\repos\evennia\evennia\prototypes\spawner.py                                                                                                                   386     65    83%
C:\Users\danie\source\repos\evennia\evennia\prototypes\tests.py                                                                                                                     254      1    99%
C:\Users\danie\source\repos\evennia\evennia\scripts\__init__.py                                                                                                                       0      0   100%
C:\Users\danie\source\repos\evennia\evennia\scripts\manager.py                                                                                                                      109     28    74%
C:\Users\danie\source\repos\evennia\evennia\scripts\migrations\0001_initial.py                                                                                                        5      0   100%
C:\Users\danie\source\repos\evennia\evennia\scripts\migrations\0002_auto_20150118_1625.py                                                                                            12      4    67%
C:\Users\danie\source\repos\evennia\evennia\scripts\migrations\0003_checksessions_defaultscript_donothing_scriptbase_store_validatechannelhandler_validateidmappercache_.py           4      0   100%
C:\Users\danie\source\repos\evennia\evennia\scripts\migrations\0004_auto_20150306_1354.py                                                                                             8      1    88%
C:\Users\danie\source\repos\evennia\evennia\scripts\migrations\0005_auto_20150306_1441.py                                                                                             4      0   100%
C:\Users\danie\source\repos\evennia\evennia\scripts\migrations\0006_auto_20150310_2249.py                                                                                             8      1    88%
C:\Users\danie\source\repos\evennia\evennia\scripts\migrations\0007_auto_20150403_2339.py                                                                                             4      0   100%
C:\Users\danie\source\repos\evennia\evennia\scripts\migrations\0008_auto_20170606_1731.py                                                                                             4      0   100%
C:\Users\danie\source\repos\evennia\evennia\scripts\migrations\0009_scriptdb_db_account.py                                                                                           10      1    90%
C:\Users\danie\source\repos\evennia\evennia\scripts\migrations\0010_auto_20170705_1736.py                                                                                            17      7    59%
C:\Users\danie\source\repos\evennia\evennia\scripts\migrations\0011_remove_scriptdb_db_player.py                                                                                      9      1    89%
C:\Users\danie\source\repos\evennia\evennia\scripts\migrations\0012_auto_20190128_1820.py                                                                                             6      0   100%
C:\Users\danie\source\repos\evennia\evennia\scripts\migrations\0013_auto_20191025_0831.py                                                                                             4      0   100%
C:\Users\danie\source\repos\evennia\evennia\scripts\migrations\0014_auto_20210520_2137.py                                                                                             4      0   100%
C:\Users\danie\source\repos\evennia\evennia\scripts\migrations\0015_convert_contrib_paths.py                                                                                         23     15    35%
C:\Users\danie\source\repos\evennia\evennia\scripts\migrations\0016_scriptbase_alter_scriptdb_id_defaultscript_and_more.py                                                            4      0   100%
C:\Users\danie\source\repos\evennia\evennia\scripts\migrations\__init__.py                                                                                                            0      0   100%
C:\Users\danie\source\repos\evennia\evennia\scripts\models.py                                                                                                                        51     10    80%
C:\Users\danie\source\repos\evennia\evennia\scripts\monitorhandler.py                                                                                                                88     62    30%
C:\Users\danie\source\repos\evennia\evennia\scripts\scripthandler.py                                                                                                                 57     16    72%
C:\Users\danie\source\repos\evennia\evennia\scripts\scripts.py                                                                                                                      300     87    71%
C:\Users\danie\source\repos\evennia\evennia\scripts\taskhandler.py                                                                                                                  224     32    86%
C:\Users\danie\source\repos\evennia\evennia\scripts\tests.py                                                                                                                         57      0   100%
C:\Users\danie\source\repos\evennia\evennia\scripts\tickerhandler.py                                                                                                                200     91    54%
C:\Users\danie\source\repos\evennia\evennia\server\__init__.py                                                                                                                        0      0   100%
C:\Users\danie\source\repos\evennia\evennia\server\amp_client.py                                                                                                                     83     25    70%
C:\Users\danie\source\repos\evennia\evennia\server\deprecations.py                                                                                                                   68     30    56%
C:\Users\danie\source\repos\evennia\evennia\server\evennia_launcher.py                                                                                                             1038    674    35%
C:\Users\danie\source\repos\evennia\evennia\server\game_index_client\__init__.py                                                                                                      1      0   100%
C:\Users\danie\source\repos\evennia\evennia\server\game_index_client\client.py                                                                                                       78     43    45%
C:\Users\danie\source\repos\evennia\evennia\server\game_index_client\service.py                                                                                                      24     11    54%
C:\Users\danie\source\repos\evennia\evennia\server\initial_setup.py                                                                                                                  87     10    89%
C:\Users\danie\source\repos\evennia\evennia\server\inputfuncs.py                                                                                                                    240    177    26%
C:\Users\danie\source\repos\evennia\evennia\server\manager.py                                                                                                                        19      1    95%
C:\Users\danie\source\repos\evennia\evennia\server\migrations\0001_initial.py                                                                                                         4      0   100%
C:\Users\danie\source\repos\evennia\evennia\server\migrations\0002_auto_20190128_2311.py                                                                                             15      3    80%
C:\Users\danie\source\repos\evennia\evennia\server\migrations\0003_alter_serverconfig_id.py                                                                                           4      0   100%
C:\Users\danie\source\repos\evennia\evennia\server\migrations\__init__.py                                                                                                             0      0   100%
C:\Users\danie\source\repos\evennia\evennia\server\models.py                                                                                                                         37     10    73%
C:\Users\danie\source\repos\evennia\evennia\server\portal\__init__.py                                                                                                                 0      0   100%
C:\Users\danie\source\repos\evennia\evennia\server\portal\amp.py                                                                                                                    217     46    79%
C:\Users\danie\source\repos\evennia\evennia\server\portal\amp_server.py                                                                                                             188    128    32%
C:\Users\danie\source\repos\evennia\evennia\server\portal\irc.py                                                                                                                    172     84    51%
C:\Users\danie\source\repos\evennia\evennia\server\portal\mccp.py                                                                                                                    22      6    73%
C:\Users\danie\source\repos\evennia\evennia\server\portal\mssp.py                                                                                                                    30     15    50%
C:\Users\danie\source\repos\evennia\evennia\server\portal\mxp.py                                                                                                                     28      9    68%
C:\Users\danie\source\repos\evennia\evennia\server\portal\naws.py                                                                                                                    24      5    79%
C:\Users\danie\source\repos\evennia\evennia\server\portal\portal.py                                                                                                                 211     58    73%
C:\Users\danie\source\repos\evennia\evennia\server\portal\portalsessionhandler.py                                                                                                   165     91    45%
C:\Users\danie\source\repos\evennia\evennia\server\portal\suppress_ga.py                                                                                                             13      2    85%
C:\Users\danie\source\repos\evennia\evennia\server\portal\telnet.py                                                                                                                 178     97    46%
C:\Users\danie\source\repos\evennia\evennia\server\portal\telnet_oob.py                                                                                                             156     91    42%
C:\Users\danie\source\repos\evennia\evennia\server\portal\tests.py                                                                                                                  182      6    97%
C:\Users\danie\source\repos\evennia\evennia\server\portal\ttype.py                                                                                                                   63      6    90%
C:\Users\danie\source\repos\evennia\evennia\server\portal\webclient.py                                                                                                              129     53    59%
C:\Users\danie\source\repos\evennia\evennia\server\portal\webclient_ajax.py                                                                                                         205    154    25%
C:\Users\danie\source\repos\evennia\evennia\server\profiling\__init__.py                                                                                                              0      0   100%
C:\Users\danie\source\repos\evennia\evennia\server\profiling\dummyrunner_settings.py                                                                                                 94     15    84%
C:\Users\danie\source\repos\evennia\evennia\server\profiling\test_queries.py                                                                                                         15     10    33%
C:\Users\danie\source\repos\evennia\evennia\server\profiling\tests.py                                                                                                                90     10    89%
C:\Users\danie\source\repos\evennia\evennia\server\server.py                                                                                                                        345    119    66%
C:\Users\danie\source\repos\evennia\evennia\server\serversession.py                                                                                                                 168     52    69%
C:\Users\danie\source\repos\evennia\evennia\server\session.py                                                                                                                        37      5    86%
C:\Users\danie\source\repos\evennia\evennia\server\sessionhandler.py                                                                                                                297    143    52%
C:\Users\danie\source\repos\evennia\evennia\server\signals.py                                                                                                                        30      0   100%
C:\Users\danie\source\repos\evennia\evennia\server\tests\__init__.py                                                                                                                  0      0   100%
C:\Users\danie\source\repos\evennia\evennia\server\tests\test_amp_connection.py                                                                                                      85      0   100%
C:\Users\danie\source\repos\evennia\evennia\server\tests\test_initial_setup.py                                                                                                       10      0   100%
C:\Users\danie\source\repos\evennia\evennia\server\tests\test_launcher.py                                                                                                           117      8    93%
C:\Users\danie\source\repos\evennia\evennia\server\tests\test_misc.py                                                                                                                49      0   100%
C:\Users\danie\source\repos\evennia\evennia\server\tests\test_server.py                                                                                                             144      0   100%
C:\Users\danie\source\repos\evennia\evennia\server\tests\testrunner.py                                                                                                               15      0   100%
C:\Users\danie\source\repos\evennia\evennia\server\throttle.py                                                                                                                       81     11    86%
C:\Users\danie\source\repos\evennia\evennia\server\validators.py                                                                                                                     21      1    95%
C:\Users\danie\source\repos\evennia\evennia\server\webserver.py                                                                                                                     105     57    46%
C:\Users\danie\source\repos\evennia\evennia\settings_default.py                                                                                                                     246      9    96%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\__init__.py                                                                                                                   1      0   100%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\attributes.py                                                                                                               518     58    89%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\managers.py                                                                                                                 232     80    66%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\migrations\0001_initial.py                                                                                                    8      1    88%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\migrations\0002_auto_20150109_0913.py                                                                                         4      0   100%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\migrations\0003_defaultcharacter_defaultexit_defaultguest_defaultobject_defaultplayer_defaultroom_defaultscript_dono.py       5      0   100%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\migrations\0004_auto_20151101_1759.py                                                                                         4      0   100%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\migrations\0005_auto_20160625_1812.py                                                                                        12      5    58%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\migrations\0006_auto_add_dbmodel_value_for_tags_attributes.py                                                                27     10    63%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\migrations\0007_tag_migrations_may_be_slow.py                                                                                48     30    38%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\migrations\0008_lock_and_perm_rename.py                                                                                      25     10    60%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\migrations\0009_rename_player_cmdsets_typeclasses.py                                                                         65     45    31%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\migrations\0010_delete_old_player_tables.py                                                                                  34     11    68%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\migrations\0011_auto_20190128_1820.py                                                                                         5      0   100%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\migrations\0012_attrs_to_picklev4_may_be_slow.py                                                                             13      2    85%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\migrations\0013_auto_20191015_1922.py                                                                                         4      0   100%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\migrations\0014_alter_tag_db_category.py                                                                                      4      0   100%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\migrations\0015_alter_attribute_options.py                                                                                    4      0   100%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\migrations\0016_alter_attribute_id_alter_tag_id.py                                                                            4      0   100%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\migrations\__init__.py                                                                                                        0      0   100%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\models.py                                                                                                                   329     78    76%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\tags.py                                                                                                                     211     17    92%
C:\Users\danie\source\repos\evennia\evennia\typeclasses\tests.py                                                                                                                    219      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\__init__.py                                                                                                                         5      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\ansi.py                                                                                                                           605    141    77%
C:\Users\danie\source\repos\evennia\evennia\utils\batchprocessors.py                                                                                                                 98      2    98%
C:\Users\danie\source\repos\evennia\evennia\utils\containers.py                                                                                                                      95     28    71%
C:\Users\danie\source\repos\evennia\evennia\utils\create.py                                                                                                                          33      6    82%
C:\Users\danie\source\repos\evennia\evennia\utils\dbserialize.py                                                                                                                    528    144    73%
C:\Users\danie\source\repos\evennia\evennia\utils\eveditor.py                                                                                                                       508    181    64%
C:\Users\danie\source\repos\evennia\evennia\utils\evform.py                                                                                                                         158      8    95%
C:\Users\danie\source\repos\evennia\evennia\utils\evmenu.py                                                                                                                         692    207    70%
C:\Users\danie\source\repos\evennia\evennia\utils\evmore.py                                                                                                                         194     75    61%
C:\Users\danie\source\repos\evennia\evennia\utils\evtable.py                                                                                                                        562     61    89%
C:\Users\danie\source\repos\evennia\evennia\utils\funcparser.py                                                                                                                     497     28    94%
C:\Users\danie\source\repos\evennia\evennia\utils\gametime.py                                                                                                                        88     13    85%
C:\Users\danie\source\repos\evennia\evennia\utils\idmapper\__init__.py                                                                                                                0      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\idmapper\manager.py                                                                                                                19      2    89%
C:\Users\danie\source\repos\evennia\evennia\utils\idmapper\models.py                                                                                                                280     49    82%
C:\Users\danie\source\repos\evennia\evennia\utils\idmapper\tests.py                                                                                                                  48      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\logger.py                                                                                                                         234     89    62%
C:\Users\danie\source\repos\evennia\evennia\utils\optionclasses.py                                                                                                                  156     71    54%
C:\Users\danie\source\repos\evennia\evennia\utils\optionhandler.py                                                                                                                   60     23    62%
C:\Users\danie\source\repos\evennia\evennia\utils\picklefield.py                                                                                                                    122     47    61%
C:\Users\danie\source\repos\evennia\evennia\utils\search.py                                                                                                                          66     10    85%
C:\Users\danie\source\repos\evennia\evennia\utils\test_resources.py                                                                                                                 199     17    91%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\__init__.py                                                                                                                   0      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\data\__init__.py                                                                                                              0      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\data\broken_script.py                                                                                                         3      2    33%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\data\evform_example.py                                                                                                        4      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\data\evmenu_example.py                                                                                                       42      4    90%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\test_ansi.py                                                                                                                 30      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\test_batchprocessors.py                                                                                                      75      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\test_containers.py                                                                                                           53      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\test_create_functions.py                                                                                                    110      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\test_dbserialize.py                                                                                                         139      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\test_eveditor.py                                                                                                             92      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\test_evform.py                                                                                                              105      9    91%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\test_evmenu.py                                                                                                              136      8    94%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\test_evtable.py                                                                                                              87      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\test_funcparser.py                                                                                                          334      3    99%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\test_gametime.py                                                                                                             75      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\test_search.py                                                                                                               67      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\test_tagparsing.py                                                                                                          156      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\test_text2html.py                                                                                                            59      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\test_utils.py                                                                                                               473      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\tests\test_validatorfuncs.py                                                                                                      118      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\text2html.py                                                                                                                      132      5    96%
C:\Users\danie\source\repos\evennia\evennia\utils\utils.py                                                                                                                         1047    258    75%
C:\Users\danie\source\repos\evennia\evennia\utils\validatorfuncs.py                                                                                                                 132      2    98%
C:\Users\danie\source\repos\evennia\evennia\utils\verb_conjugation\__init__.py                                                                                                        0      0   100%
C:\Users\danie\source\repos\evennia\evennia\utils\verb_conjugation\conjugate.py                                                                                                      92      8    91%
C:\Users\danie\source\repos\evennia\evennia\utils\verb_conjugation\pronouns.py                                                                                                       53      2    96%
C:\Users\danie\source\repos\evennia\evennia\utils\verb_conjugation\tests.py                                                                                                          61      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\__init__.py                                                                                                                           0      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\admin\__init__.py                                                                                                                     7      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\admin\accounts.py                                                                                                                   142     59    58%
C:\Users\danie\source\repos\evennia\evennia\web\admin\attributes.py                                                                                                                  94     65    31%
C:\Users\danie\source\repos\evennia\evennia\web\admin\comms.py                                                                                                                      103     33    68%
C:\Users\danie\source\repos\evennia\evennia\web\admin\frontpage.py                                                                                                                    9      1    89%
C:\Users\danie\source\repos\evennia\evennia\web\admin\help.py                                                                                                                        27      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\admin\objects.py                                                                                                                    120     51    58%
C:\Users\danie\source\repos\evennia\evennia\web\admin\scripts.py                                                                                                                     49      9    82%
C:\Users\danie\source\repos\evennia\evennia\web\admin\server.py                                                                                                                      11      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\admin\tags.py                                                                                                                        93     48    48%
C:\Users\danie\source\repos\evennia\evennia\web\admin\urls.py                                                                                                                         8      1    88%
C:\Users\danie\source\repos\evennia\evennia\web\admin\utils.py                                                                                                                       19     15    21%
C:\Users\danie\source\repos\evennia\evennia\web\api\__init__.py                                                                                                                       0      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\api\filters.py                                                                                                                       46      5    89%
C:\Users\danie\source\repos\evennia\evennia\web\api\permissions.py                                                                                                                   29      6    79%
C:\Users\danie\source\repos\evennia\evennia\web\api\root.py                                                                                                                           5      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\api\serializers.py                                                                                                                  116      1    99%
C:\Users\danie\source\repos\evennia\evennia\web\api\tests.py                                                                                                                         91      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\api\urls.py                                                                                                                          17      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\api\views.py                                                                                                                         64      2    97%
C:\Users\danie\source\repos\evennia\evennia\web\templatetags\__init__.py                                                                                                              0      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\templatetags\addclass.py                                                                                                             11      3    73%
C:\Users\danie\source\repos\evennia\evennia\web\urls.py                                                                                                                               6      1    83%
C:\Users\danie\source\repos\evennia\evennia\web\utils\__init__.py                                                                                                                     0      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\utils\adminsite.py                                                                                                                   11      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\utils\backends.py                                                                                                                    15      4    73%
C:\Users\danie\source\repos\evennia\evennia\web\utils\general_context.py                                                                                                             57      4    93%
C:\Users\danie\source\repos\evennia\evennia\web\utils\middleware.py                                                                                                                  36      9    75%
C:\Users\danie\source\repos\evennia\evennia\web\utils\tests.py                                                                                                                       20      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\webclient\__init__.py                                                                                                                 0      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\webclient\urls.py                                                                                                                     4      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\webclient\views.py                                                                                                                   11      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\website\__init__.py                                                                                                                   0      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\website\forms.py                                                                                                                     30      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\website\tests.py                                                                                                                    190      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\website\urls.py                                                                                                                      10      2    80%
C:\Users\danie\source\repos\evennia\evennia\web\website\views\__init__.py                                                                                                             0      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\website\views\accounts.py                                                                                                            23      9    61%
C:\Users\danie\source\repos\evennia\evennia\web\website\views\channels.py                                                                                                            57      9    84%
C:\Users\danie\source\repos\evennia\evennia\web\website\views\characters.py                                                                                                          74      9    88%
C:\Users\danie\source\repos\evennia\evennia\web\website\views\errors.py                                                                                                               4      2    50%
C:\Users\danie\source\repos\evennia\evennia\web\website\views\help.py                                                                                                               129      1    99%
C:\Users\danie\source\repos\evennia\evennia\web\website\views\index.py                                                                                                               30      0   100%
C:\Users\danie\source\repos\evennia\evennia\web\website\views\mixins.py                                                                                                              25      3    88%
C:\Users\danie\source\repos\evennia\evennia\web\website\views\objects.py                                                                                                             59      2    97%
commands\__init__.py                                                                                                                                                                  0      0   100%
commands\default_cmdsets.py                                                                                                                                                          17      0   100%
server\__init__.py                                                                                                                                                                    0      0   100%
server\conf\__init__.py                                                                                                                                                               0      0   100%
server\conf\at_initial_setup.py                                                                                                                                                       2      0   100%
server\conf\at_server_startstop.py                                                                                                                                                   14      5    64%
server\conf\connection_screens.py                                                                                                                                                     4      0   100%
server\conf\inputfuncs.py                                                                                                                                                             0      0   100%
server\conf\mssp.py                                                                                                                                                                   1      0   100%
server\conf\portal_services_plugins.py                                                                                                                                                2      0   100%
server\conf\server_services_plugins.py                                                                                                                                                2      0   100%
server\conf\web_plugins.py                                                                                                                                                            4      0   100%
typeclasses\__init__.py                                                                                                                                                               0      0   100%
typeclasses\accounts.py                                                                                                                                                               5      0   100%
typeclasses\channels.py                                                                                                                                                               3      0   100%
typeclasses\characters.py                                                                                                                                                             4      0   100%
typeclasses\exits.py                                                                                                                                                                  4      0   100%
typeclasses\objects.py                                                                                                                                                                4      0   100%
typeclasses\rooms.py                                                                                                                                                                  4      0   100%
typeclasses\scripts.py                                                                                                                                                                3      0   100%
web\__init__.py                                                                                                                                                                       0      0   100%
web\admin\__init__.py                                                                                                                                                                 0      0   100%
web\admin\urls.py                                                                                                                                                                     4      0   100%
web\urls.py                                                                                                                                                                           4      0   100%
web\webclient\__init__.py                                                                                                                                                             0      0   100%
web\webclient\urls.py                                                                                                                                                                 4      0   100%
web\website\__init__.py                                                                                                                                                               0      0   100%
web\website\urls.py                                                                                                                                                                   4      0   100%
world\__init__.py                                                                                                                                                                     0      0   100%
world\help_entries.py                                                                                                                                                                 1      0   100%
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                                                                                                                                                             54901  14865    73%
